user_id,friends
326,"[5107, 2377, 1209, 1364, 7581]"
2457,"[585, 4034, 6962, 5756, 7102, 720, 3724, 4327, 3843, 2523, 946, 2028, 7919, 4435, 526, 6315, 6257, 4822, 5745, 8155, 2027, 4547, 4810, 1560, 382, 3832, 7505, 3959, 76, 1623, 5803, 7833, 4066]"
1650,"[253, 2703, 3224, 1971, 3470, 1912, 752, 847, 8005, 152, 956, 5282, 245, 3370, 2183, 3969, 3342, 3579, 407, 892, 1844, 7916, 2730, 7227, 705, 1720, 6776, 3266, 866, 2338, 6445, 7276, 2108, 1001, 7298, 2340, 897, 5347, 4679, 80, 5617, 5529, 5789, 5629, 5541, 340, 2311, 7849, 6857, 6462, 6154, 6244, 181, 785]"
617,"[304, 1379, 7102, 1380, 74, 4361, 7411, 6962, 6760, 720, 2272, 7390, 1250, 3832, 3367, 115, 24, 585, 2608, 5756]"
6760,"[7545, 1156, 2272, 7183, 4345, 3582, 3337, 6179, 1356, 74, 1611, 938, 1380, 733, 1145, 6962, 24, 1946, 2623, 7462, 6315, 2144, 676, 4163, 551, 1368, 6711, 539, 7944, 7102, 3420, 7411, 5970, 7919, 6250, 1882, 617, 3485, 911, 2511, 2608, 2803, 2027, 526, 7759, 7390, 6832, 946, 720, 2377, 585, 897, 2332, 8121, 304, 1029, 1057, 2218, 3189, 4034, 8232, 1623]"
2262,"[6747, 2508, 1658, 3218, 120, 135, 3909, 4072, 2878, 4083, 3511, 208, 463, 49, 7477, 2748, 1292, 6015, 1027, 413, 827, 739, 1652, 3641]"
2717,"[2468, 3336, 1468, 208, 4319, 1729, 525, 49, 8122, 5613, 4678, 2748, 2387, 242, 5127, 34, 5417]"
5102,"[58, 7591, 1551, 7230, 1108, 7812, 6033, 3554, 7128, 5387, 2271, 4312, 629, 1809, 114, 4305, 4408, 4139, 6316, 7629]"
1543,"[1066, 32, 8113, 375, 4900, 767, 1699, 1214, 238, 7209, 154, 537, 1276, 3062, 2425, 3572, 2603, 499]"
5601,"[677, 837, 1578, 8070, 4706, 3367, 4887, 4353, 1840, 3329, 2298, 7366, 3043, 1332, 716, 7704, 462, 205, 6080, 5503, 3780, 6823, 2370, 6206, 3190, 4337, 3478, 3499, 6351, 3169, 1961, 2386, 2039, 1630, 5458, 5621, 870, 6333, 3265, 7109, 2980, 5477, 177, 7766, 1532, 299, 6842, 1355, 3261, 7317, 4510, 1275, 8222, 2060, 1020, 2464, 562, 1892, 1010, 7751, 1396, 4908, 7102, 419, 6300, 5126, 1540, 6725, 4876, 1500, 230, 6592, 2906, 533, 1457, 5518, 1202, 831, 1222, 5265, 1857, 1258, 2430, 8107, 7362, 569, 620, 356, 2373, 6812, 7034, 2482, 7539, 6494, 30, 1373, 897, 1153, 7061, 6673, 565, 5598, 808, 6853, 3867, 515, 3196, 4095, 4359, 2209, 6518, 567, 4930, 109, 331, 5623, 3243, 2345, 7595, 1727, 6465, 1979, 6061, 978, 3314, 2032, 975, 7947, 7460, 6730, 5516, 3589, 5608, 7281, 3822, 2038, 2991, 4035]"
2220,"[8169, 2502, 3261, 3982, 1023, 6853, 642, 4424]"
1577,"[4946, 7807, 8005, 5607, 5359, 2713, 1646, 6940, 2577, 7879, 7400, 8053, 6085, 7525, 3352, 4706]"
2864,"[198, 3126, 3369, 1732, 3199, 4390, 4777, 7879, 866, 6158, 1848, 5019, 7867, 2521, 7453]"
9,"[897, 73, 2452, 6448, 7453, 7373, 545, 1713, 1676, 1842, 3684, 866, 6006, 1857, 5337, 8005, 4195, 2601, 785]"
93,"[2202, 2738, 74, 1446, 7545, 1380, 7183, 4327, 1772]"
1317,"[897, 3232, 3899, 847, 1835, 1745, 2764, 3859, 4356, 6857, 6869, 1035, 1143, 308, 8005, 756, 1140, 3955, 3919, 327, 3376, 410, 229, 7453, 1225, 1991, 3538, 80]"
1527,"[2773, 8005, 80, 7453, 2952, 327, 897, 1225, 2632, 1035, 6322, 3616, 849, 1610, 1995, 2113, 866, 2809, 8080, 3724, 6869, 7240, 719, 4946, 1857, 6853, 2713, 8169, 510, 5193, 3101, 6315]"
5498,"[1713, 6776, 5056, 2289, 4637, 7916, 897, 3570, 1367, 7081, 8005, 1025, 2656, 7807, 7879, 7276, 2261, 6154, 6798, 785, 7849, 6448]"
2395,"[3498, 6245, 4306, 2814, 3825, 834, 4916, 1546, 3965, 690]"
1644,"[80, 1830, 1842, 82, 3712, 1617, 8005, 6940, 1437, 6154]"
5508,"[2533, 7545, 3994, 551, 3684, 74, 312, 7102, 3992, 7919, 1397, 7183, 720, 2272]"
5348,"[2468, 49, 3318, 3461, 8122]"
733,"[1380, 3658, 938, 7462, 6760, 4345, 720, 1145, 946, 3283, 988, 304, 2896, 7102, 5065, 74, 6711, 1324, 2332, 7183, 539, 7944, 2151, 2272, 4327, 6315, 848, 853, 1806, 312, 3992, 1598, 3582, 6179, 7545, 24, 3400, 1288]"
1886,"[6853, 2373, 1540, 1490, 4865, 4424, 299, 2039, 6730, 7034, 1438, 5015, 2464, 5117, 1683, 870, 5340, 205, 1961, 2660, 620, 1010, 6823, 7061, 1116, 5503, 940, 7751, 7460, 2991, 7362, 5518, 6333, 5623, 7947, 1500]"
1814,"[2531, 2057, 80, 1713, 2713, 847, 3355, 7387, 3939, 6870, 1064, 5471, 1449, 7916]"
6888,"[1168, 2145, 3491, 6850, 5476, 5464, 6649, 7807, 8184, 8005]"
6218,"[967, 1357, 6784, 3757, 4514, 7450, 7286]"
2124,"[2391, 6747, 3970]"
4000,"[285, 3611, 4244, 679, 8005, 6940, 1158, 1713, 832, 7867, 2629, 80, 6098, 198, 4856, 583, 469, 7453, 2233, 3549, 968, 6154, 3088]"
4381,"[2102, 1718, 63, 6784, 5972, 172, 1002, 903, 1113, 2842, 3504, 3138, 6389, 150, 5265, 7674, 1853, 282, 4472, 2469, 4195, 4035, 3352, 4514, 7152, 7081, 5767, 5417, 3651, 6801, 2487, 5474, 5802, 6973, 110, 7014, 8053, 5595, 7500, 1857, 3367, 6454, 5571, 7450, 3160, 6985, 6390, 7756, 6316, 6762, 6856, 2661, 7762, 2554, 5823, 7721, 7804, 8181, 7957, 7307, 7646, 6397, 8008, 5350, 5875, 286, 207, 5549, 5568, 7286, 4475, 2228, 7351, 7842, 8254, 7425, 5217, 7824, 1621, 7322, 7326, 7451, 3968, 3757, 1476, 8241, 6465, 7652, 8134, 6365, 4477, 7078, 7992]"
2800,"[3261, 6853, 267, 2260, 1540, 462, 5477, 4424, 177, 7109, 4038, 5104, 7034, 897, 8222, 870, 4616, 3822, 1332]"
2047,"[561, 146, 5770, 151, 1641, 2229, 1651, 427]"
920,"[6940, 545, 583, 80, 6776, 490, 1842, 1676, 1713, 8005, 2452]"
4450,"[1868, 6853, 318, 462, 1800, 3169, 4235, 562, 3589, 2464, 6730, 4494, 109, 1600, 2107, 2373, 1244, 1724, 2280, 5784, 1438, 2906, 975, 5372, 1203, 3448, 5518, 321, 565, 7109, 870, 3329, 1068, 2795, 6823, 4706, 7034, 7147, 6651, 317, 7460, 3684]"
6649,"[1957, 8005, 6888, 7240, 897, 4195, 6737, 6963, 1064, 3069, 6465, 6154]"
4841,"[4689, 2776, 6342, 7148, 7683, 3226, 2056, 2484, 7581, 1759]"
3652,"[7453, 410, 5193, 5556, 897, 6798, 2713, 5913, 7525]"
4218,"[1400, 2778, 3919, 1732, 7879, 8005, 1539, 3950, 1162, 410, 3712, 897, 6869, 6940]"
696,"[897, 462, 267, 6725, 7034, 6730, 870, 419, 993, 6853, 3367]"
2992,"[32, 2654, 1215, 2833, 1572, 2054, 2483, 1149, 3863, 1277, 154, 3397, 2086, 2814, 372, 3082, 857, 1214, 375, 1693, 4119, 3851, 1097]"
3880,"[2843, 4026, 764, 2391, 1406, 527, 4238, 49, 5726, 4041, 849, 6608, 6747, 884, 4609, 5974, 5199, 6469, 3047, 4399, 1559, 497, 319, 2024, 5694, 8231, 1381, 5050, 911, 2748, 2639, 3101, 1638, 1593, 3475, 4620, 7762, 3248, 6328, 1133, 1537, 116, 5430, 4039, 2206, 6288, 5481, 5162, 3212, 6348]"
3407,[]
4395,"[5195, 372, 236, 32, 1372, 375, 5071, 3062, 1375, 3245, 1214, 3669, 6091, 4027, 8094, 899, 3139, 6841, 2010, 897, 857, 7713, 4282, 7209, 3933, 3530, 3803, 2916, 231, 245, 301, 803, 2035, 7918, 2272]"
6441,[5290]
4071,"[405, 3649, 4304, 5763]"
5482,[]
5486,"[5495, 3630, 2648, 5828, 5964, 80, 5592, 5806, 2233, 5874, 3263]"
2770,"[4917, 632, 2398, 4347, 5090, 67, 4370, 510, 651, 663, 3550, 3909, 5296, 2387, 1351, 239, 1133, 497, 8122, 242, 3294, 6180, 699, 461, 5075, 1391, 3523, 771, 4399, 463, 2486, 1027, 1496, 2843, 1638, 2639, 49, 8190, 1161, 2842, 8231, 5201, 580, 911, 756, 3515, 1466, 878, 3114, 7369, 5612, 116, 5067, 7762, 4504, 897, 5199, 251, 6747, 607, 814, 7477, 2206, 2607, 3125, 2582, 4289, 7075, 4393, 2994, 3248, 7240, 764, 1537, 6986, 5417, 2391, 4372, 1810]"
1597,"[8005, 469, 181, 128, 5125, 897, 6940, 2452, 7453, 1745, 1720, 2624, 7879]"
1026,"[258, 6940, 1842, 1912]"
210,"[2338, 459, 4309, 7916, 8005, 4953, 3363, 6154, 1857, 4671, 7525]"
4917,"[2834, 3550, 463, 1029, 3923, 3909, 3592, 2024, 5296, 49, 433, 1365, 2486, 2994, 2878, 2561, 1586, 509, 699, 1133, 5974, 4026, 764, 607, 2639, 7477, 3086, 6288, 884, 3628, 5417, 6831, 2553, 897, 2770, 1466, 6747, 6986, 1638, 116, 3928, 3047, 5237, 2748, 3248, 5902, 1735]"
2711,"[1148, 832, 1544, 82, 1745, 3848, 1713, 1842, 583, 1612, 4310, 7879]"
4015,"[6856, 1546, 1759, 7151, 4162, 834, 4634]"
6492,"[8005, 7426, 6211, 1225, 6915]"
5191,"[2997, 1842, 702, 583, 3684, 1229, 2565]"
1578,"[950, 435, 177, 7034, 5104, 1332, 772, 4359, 6853, 4930, 4876, 8222, 2464, 5117, 870, 1846, 5608, 4036, 356, 6730, 3367, 6333, 3296, 5601, 462, 7890, 993, 3261, 6833, 2856]"
4885,"[5900, 6758, 818, 2809, 1225, 7916, 8005, 897, 866, 1876, 1991]"
6339,"[7390, 946, 3367, 2202, 7085]"
3681,"[560, 2501, 1483, 3622, 511, 2086, 2575, 256, 1309, 6071, 1312, 1704, 629]"
993,"[4304, 3314, 4876, 533, 3478, 7704, 7034, 3822, 5518, 4930, 2373, 885, 3261, 3499, 2345, 1961, 7362, 2234, 629, 5516, 4605, 3780, 5014, 462, 831, 2906, 4706, 1497, 6953, 681, 3296, 3329, 7460, 1153, 1727, 620, 8222, 7109, 230, 978, 3605, 5313, 4510, 7061, 1675, 1777, 529, 177, 1846, 2174, 596, 6401, 2421, 3867, 4070, 7595, 1457, 693, 2887, 2060, 569, 1724, 205, 1979, 2038, 6573, 6812, 1510, 1630, 837, 5427, 6012, 3589, 13, 7326, 6725, 1332, 5060, 615, 7317, 5851, 1789, 975, 562, 5475, 6853, 4235, 7751, 5571, 6601, 515, 1988, 5458, 6849, 1938, 1394, 2129, 1275, 6845, 2032, 4766, 7713, 3903, 6784, 5001, 7842, 1438, 54, 1020, 6106, 897, 4540, 7849, 1373, 1578, 2378, 1010, 870, 318, 7147, 3367, 267, 2779, 7450, 2974, 188, 8053, 2510, 7992, 5340, 6518, 4038, 6789, 2430, 2927, 5966, 1639, 3351, 8247, 7824, 696, 3262, 5441, 6300, 7322, 2676]"
2627,"[1862, 5613]"
4448,"[335, 49, 8122, 7762]"
3970,"[1031, 2024, 3294, 5974, 116, 4454, 242, 1381, 880, 2878, 3412, 1537, 5684, 510, 764, 1353, 5075, 6094, 5199, 2206, 2391, 6288, 3313, 632, 5201, 4393, 96, 4399, 6752, 2649, 6854, 2639, 1405, 2842, 4552, 4411, 5956, 699, 5612, 8190, 2421, 1904, 4304, 7513, 3213, 3248, 4229, 2568, 3121, 5417, 7897, 7762, 1735, 595, 878, 3564, 118, 5704, 8132, 1133, 7674, 2124, 4896, 5922, 1638, 756, 2136, 3114, 3796, 5162, 897, 5751, 1593, 6747, 1006, 911, 4669, 4035, 1161, 2792, 7498, 4793, 3496, 4821, 4485]"
22,"[1752, 1971, 340, 247, 3668, 876, 897, 6228, 7916, 1893, 2713, 7240, 979, 1835, 866, 8005, 2809, 7298, 1713, 1225, 5617, 1045, 3673, 2207, 2689, 785]"
1370,"[2086, 629, 1545, 5099, 1704, 2794, 4221, 1809, 4040, 6411, 7155, 6877, 5026, 1958, 6306, 6181, 5321, 1550, 6699, 6601, 7801, 6256, 2478, 1918, 6316, 1302, 6905, 7812, 3257, 7238, 7244, 7631, 8218, 2699, 7337, 2193, 5417, 3219, 7230, 662, 897, 7371, 1412, 3554, 4131, 6534, 114, 2168, 7629, 6118, 2863, 7012, 1937, 3877, 2015, 4408, 5389, 6018, 2528, 7563, 6402, 1551, 7101, 6078, 6665, 1237, 7524, 722, 5081, 1182, 1887, 6255, 6536, 4084, 5781, 4511, 2733, 347, 4899, 2615, 1870, 83]"
1542,"[5843, 900, 2991, 716]"
118,"[1029, 272, 971, 2136, 4026, 69, 1406, 2387, 463, 3981, 699, 897, 4347, 242, 607, 814, 2206, 116, 4843, 756, 5974, 6838, 6986, 5199, 2103, 4121, 4399, 5075, 497, 8231, 4790, 2486, 3114, 81, 1735, 6379, 5922, 3995, 5162, 5430, 6747, 2391, 3125, 6288, 7477, 2748, 3669, 878, 5167, 1381, 2024, 4263, 1345, 2842, 369, 6752, 5751, 222, 884, 96, 66, 7240, 2534, 3762, 3928, 475, 3511, 2496, 5417, 7662, 3160, 3401, 1904, 2204, 3628, 2421, 2549, 4501, 2843, 4751, 634, 4778, 3412, 3515, 2652, 6831, 1466, 7718, 5201, 510, 860, 5612, 7746, 2994, 3970, 7436, 5023, 4411, 3181, 4229, 5966, 7042, 7804, 1133, 5679, 7513, 1537, 6845, 8039, 7594, 1027, 4289, 135, 7897, 771, 4304, 4598, 4072, 3962, 4372, 4872, 2561, 8122, 2639, 1515, 1638, 67, 1660, 527, 5956, 509, 1951, 5387, 3351, 7842, 6362, 3248, 4749, 6643, 5613, 6180, 4979, 3564, 4532, 1692, 6511, 6106, 777, 595, 7498, 973, 7762, 1700, 4226, 4669, 5986, 5354, 1049, 1810, 6262, 8190, 3903, 7322, 7777]"
4587,"[1030, 834, 4881, 1759, 2435, 2677]"
3266,"[867, 1650, 3469, 7276, 5680, 4195, 8005, 3650, 6440, 1437, 2656, 5954, 4050, 866, 1417, 6940, 2713, 7807, 8071, 7465, 1585, 1225, 119, 1072, 588, 8104]"
4658,"[1912, 2809, 8196, 1085, 340, 4963, 1022, 4977, 1613, 2441, 6448, 2270, 7785, 1864, 2497, 1271, 110, 897, 2518, 5359, 7879, 5617, 4502, 2541, 1413, 8053, 8005, 442, 3685, 2579, 7276, 6221, 7040, 80, 27]"
675,"[3336, 3184, 1029, 3628, 6747, 6180, 1735, 5083, 4347, 2748, 208, 2034, 3511, 8122, 2843, 116, 3523, 3909, 3641, 49, 6608, 463]"
233,"[897, 7174, 5372, 1131, 720, 4345, 7317, 454]"
273,"[5320, 2594, 2233, 1713, 2780, 198, 7807, 7256]"
4081,"[49, 5193, 8005, 1279, 911, 6670, 2188, 1225, 6211, 897, 1857, 7298, 431, 463, 2713]"
6275,"[727, 511, 2575, 3059, 5561, 629, 2086]"
4836,"[989, 376, 2919, 6557, 3347, 2690, 2221, 689, 3498, 4619, 339, 5531, 690, 1695, 1591, 4879, 4659, 834, 6616, 2019, 2159, 1759, 940, 5947, 289, 1364, 7249, 3845, 3825, 1661, 5204, 1546, 1307, 3961, 3440, 4344, 5339, 4916, 5314, 2244, 3445, 6245, 2962, 6261]"
677,"[1010, 6853, 177, 462, 7034, 7061, 5601, 870]"
1552,"[1085, 2809, 6055, 4407, 1610, 110]"
5040,"[5798, 7867, 2233, 198]"
2597,"[8181, 6397, 6762, 6784, 63, 1002]"
2137,"[6601, 7034, 4706, 419, 3367, 630, 7947]"
5270,"[496, 8005, 1842, 469, 490, 2176, 3816, 6940, 4630, 5965, 5630, 7900]"
3926,"[1419, 561, 6740, 2421, 6845, 2464, 2377, 3832, 6853]"
5806,"[5828, 6037, 2594, 3630, 5592, 5486, 3350, 2434, 5964, 7867, 2452]"
604,"[7751, 2704, 2272, 440, 8169, 1010, 2386, 1868, 1975, 1490, 4286, 6651, 567, 1724, 6953, 4930, 900, 2991, 230, 1698, 7704, 693, 5427, 6853, 1244, 1116, 642]"
534,"[2067, 2452, 6037, 1957, 2114]"
1483,"[1771, 3681, 2501, 445, 2086, 2575, 2848, 1309, 3273, 2195, 629, 5561, 3359, 511, 3622, 334, 2491, 5417, 1452]"
850,"[2377, 7034, 6730, 2280, 7109, 5427, 177, 4551, 6853, 4876]"
426,"[3949, 4875, 3669]"
5914,"[140, 6853, 642, 230, 5742, 1241]"
4108,"[6986, 463, 5185, 4598, 1133, 4238, 49, 3909, 4932, 4843, 911, 116, 8122, 242, 1029, 6747, 2391, 7477, 4072, 208, 418, 3491, 369, 7223, 5974]"
4749,"[2391, 3683, 1344, 5704, 6969, 96, 4250, 242, 8221, 3962, 7269, 7814, 4268, 3981, 5587, 7513, 634, 4773, 4411, 1190, 3985, 1668, 6866, 8176, 6469, 3212, 4072, 8240, 607, 6543, 7377, 8156, 4979, 7762, 6473, 7744, 4352, 7169, 6491, 4870, 3997, 7824, 6911, 7897, 2514, 7837, 118, 8055, 1537, 4393, 7052, 8102, 6714, 7185, 880, 699, 3114, 4347, 7223, 8039, 2855, 81, 5254, 5733, 3181, 7926, 5043, 5469, 7850, 2534, 7498, 5974, 4790, 7966, 7970, 5875, 2836, 1488, 8126, 4175, 4819, 465, 2568, 6254, 7991, 7953, 1666, 5390, 1133, 6132, 7297, 7134, 7087, 4782, 6971, 5677, 7788, 1199, 5162, 3160, 4859, 6921, 1027, 6747, 510, 2636, 5652, 5354, 7232, 3248, 911, 527, 5296, 69, 2361, 4055, 7904, 4304, 764, 7711, 116, 3946, 2421, 7424, 3614, 7588, 3523, 1063, 5271, 8231, 4046, 1852, 1614, 7184, 5481, 6605, 3313, 38, 3294, 4342, 6752, 2103, 7789, 1406, 4577, 5023, 7042, 1735, 2121, 860, 4793, 6391, 3903, 4043, 1313, 6873, 7820, 525, 777, 878, 3207, 7537, 5751, 4132, 1189, 6526, 6650, 7327, 7999, 315, 7593, 4669, 6838, 4059, 1652, 5960, 3564, 2842, 66]"
1313,"[1862, 3047, 2878, 8122, 1466, 6986, 463, 49, 5241, 4026, 5631, 2672, 2582, 607, 5974, 5932, 6288, 8217, 3432, 1660, 5956, 2639, 783, 5067, 8231, 3566, 8190, 5726, 6469, 1808, 3146, 6831, 4504, 242, 5986, 4175, 1515, 2842, 4749, 69, 3248, 7743, 8132, 8156, 7820, 3181, 2649, 3336, 3125, 7876, 6747, 5501, 2391, 7232, 7593, 5481, 6110, 4234, 2553, 7389, 4669, 8087, 4932, 3515, 7762, 7477, 5417, 3909, 1537, 7184, 510, 4055, 4213, 7897, 1810, 116, 7824, 5180, 3903, 5751, 2421, 3564, 5679, 6921, 3139, 527, 8102, 3536, 1826, 8039, 4304]"
3621,"[897, 3712, 80, 1225, 8005, 247]"
1198,"[1229, 80, 3570, 2057, 1011, 1058, 897, 7931, 6776, 1085, 3918, 158, 23, 849, 2340, 1974, 7298, 4563, 8005, 7276, 496, 6870, 1610, 340, 6457, 2267, 1962, 2809, 3411, 353, 7387, 3069, 6445, 5976, 1064, 1912, 6869, 3579, 2730, 4767, 7867, 6537, 6448, 1857, 97, 6850, 1835, 761, 7385, 968, 866, 847, 3567, 1449, 6610, 4406, 3707, 98, 5983, 4895, 6006, 5193, 6090, 1025, 1646, 420, 7807, 4739, 5906, 380, 5607, 5573, 1395, 3009, 2713, 7916, 1329, 3369, 4507, 4993, 6940, 1757, 5617, 2307, 702, 34, 3684, 7879, 7819, 5282, 7081, 5885, 3092, 3616, 484, 6883, 1417, 785, 5930, 589, 3765, 6237, 8105, 5080, 1045, 6211, 1793, 3297, 6244, 588, 6260, 472]"
2219,"[2086, 629, 3149, 3048, 2699, 367, 1807, 2581, 1551, 5279]"
5357,"[1862, 49, 3367, 2421]"
1353,"[2748, 6747, 911, 5347, 3125, 6469, 6379, 4399, 2561, 6288, 131, 4598, 5631, 2391, 3796, 7174, 1406, 2843, 6608, 2775, 4790, 527, 5974, 7477, 1027, 2639, 7662, 4773, 3970, 116, 8231, 5481, 6094, 4096, 1133, 3981, 5684, 739, 2838, 5612, 2549, 2652, 5417, 5519, 206, 1537, 242, 96, 2568, 2534, 69, 510, 8190]"
928,"[2778, 5051, 8005, 6940, 3579, 4832, 3789]"
5874,"[5592, 5964, 153, 2456, 80, 5486, 2331, 2330, 3630, 6940, 285, 7867, 5828]"
4820,"[4369, 4900, 32, 4382, 2522, 6940, 2654, 375, 4493, 4902, 1572, 3678, 1276]"
4474,"[1102, 375]"
2525,"[1097, 4493, 2101]"
5000,"[5071, 4720, 3675, 4900, 7209, 2377, 1055]"
3467,"[4033, 897, 8005, 6440, 2563, 3203, 1271, 6154, 5193]"
5147,"[1015, 1116, 5015, 1257, 146, 5716, 8005, 140, 1698, 6226, 931, 2906, 2872, 6853, 7362, 6730, 671, 870, 3903, 7240, 7034, 2388, 5612]"
2014,"[8005, 1042, 4608, 1035, 5945, 2713, 6154]"
1910,"[377, 2452, 8005, 6211, 610, 6758, 5083, 1225, 3153, 5347, 411, 6850, 1254, 6440, 968, 2713, 6966, 956, 5976, 2685, 897, 8080, 1793, 1022, 1120, 1398, 6448, 340, 1610, 1085, 1563, 7780, 380, 7879, 7298, 7385, 7514, 6940, 5617, 3616, 119, 2172, 1819, 4726, 6602, 7276, 7081, 3369, 4538, 1857, 1783, 592, 892, 7842, 5571, 1687, 7426, 110, 6103, 785, 1220, 6154, 1064, 6378, 4561, 2667, 5346, 5986, 1776, 866, 1217, 6477, 3009, 7465, 6465, 7101, 2089, 2689, 170, 7807, 5337, 3297]"
5192,"[2738, 7545, 470, 3337, 946, 7102, 5418, 4327, 6746, 74]"
39,"[1446, 1156, 74, 2738, 720, 3924, 7102, 7183, 3132]"
5184,"[2464, 1043, 5617, 4706, 7426, 6853, 6845, 7101]"
1153,"[5082, 1010, 642, 3196, 2430, 4424, 8169, 7034, 2276, 462, 2464, 7281, 7109, 4876, 7674, 1961, 7317, 7890, 6853, 993, 897, 5601, 3261, 6333, 4706, 1500, 5518, 3367, 1783, 5623, 7947, 1332, 8010, 8070, 4035]"
3499,"[7034, 993, 7061, 2276, 3367, 1510, 5172, 2234, 462, 4706, 870, 5601, 6725, 1275, 1949, 4095, 6333]"
1978,"[7209, 3803]"
5877,"[2689, 258, 198, 3730, 496]"
2092,"[4942, 5290, 1766, 8023, 80, 6768, 6008, 3969, 3976, 7385, 7166, 4686, 5639, 6994, 6919, 7807, 3721, 7231, 4949, 7525, 4683, 2382, 2530, 7523, 1449, 1687, 1225, 410, 329, 536, 6712, 2579, 8005, 2893, 3052, 6590, 7949, 3529, 5713, 4794, 1430, 5017, 7819, 4965]"
493,"[3353, 3338, 1336, 629, 334, 1238, 4792, 6925, 7784, 5455, 3548, 1554, 4926, 4647, 2970, 6159, 5561, 5417, 4408, 235, 7274, 1550, 1224, 6018, 3877, 7812, 6306, 192, 5064, 859, 3216, 243, 2499, 114, 755, 6522, 6884, 1302, 7629, 6845]"
5959,"[4215, 3945, 53, 2272, 2848, 629, 2086, 3943, 778, 3554, 4408, 6705, 2614, 5417]"
5399,"[4292, 4753, 7577, 8169, 6853, 538]"
256,"[2575, 2478, 511, 2086, 3622, 339, 1958, 1809, 5389, 4040, 4408, 1545, 7629, 3681, 3554, 235, 1771, 1312, 629]"
3562,"[1810, 7996, 7513, 4466, 2639, 6015, 5684, 4096, 5612, 2549, 2737, 8190, 6737, 1006, 5519, 4504, 3164, 1857, 5986, 1063, 8132, 4372, 7762, 4393, 3248, 1652, 6747, 7168, 2554, 756, 6094, 4035, 632, 2793, 2842, 4411, 5878, 7897, 3564, 7953, 7232, 7824, 4304]"
1877,"[2491, 1786, 2086, 145, 2950, 629, 7209, 1809, 5417, 7629, 4511, 4408, 6536]"
5313,"[4881, 2086, 993, 3367, 3478, 1949, 2234, 620, 7699, 934, 5788, 7034, 986, 7745, 5812, 2430, 7286, 629, 7322, 2369, 6823, 5490, 2936]"
4394,"[8005, 6776, 3069, 7879, 5187, 2773, 1876, 6758, 897, 3088, 27, 1713, 5125, 4701]"
2500,"[4532, 6940, 2452, 6955, 2809, 3079, 3650, 6728, 7807, 2989, 2730, 2713, 2983, 8005, 901]"
4297,"[8005, 3969, 447, 296, 3069, 7453, 977, 6869, 4465, 1282, 847, 1830, 3939, 410, 1220, 897, 7221, 1617, 3079, 915, 1225, 6781, 968, 202, 5541, 7387, 6776, 7879, 8122, 836, 5056, 3374, 866, 6798, 3684, 1610, 6448, 2127, 982, 3616, 3345, 6483, 1140, 80, 6940, 1713, 7916, 2773, 3712, 8, 7525, 2713, 7298, 785]"
1892,"[8169, 6853, 4359, 435, 5458, 7034, 7947, 6823, 6333, 3367, 2210, 5601]"
156,"[897, 8005, 5106, 5793]"
1553,"[80, 3691, 8005, 380, 6781, 3939, 6776, 15, 536, 2172, 3552, 2227, 1225, 1682, 1382, 3579, 2713, 4425, 1713, 897, 110, 5906, 2579, 6154, 5193]"
5643,"[6962, 4345, 2903, 2738, 1772, 7183, 2272, 2759, 7102, 685, 1129, 2027, 74, 585, 6250, 5970, 2187, 3404, 526, 1623, 720, 2870, 5745, 1122, 7845, 7833, 8008, 6315, 312, 2202, 223, 3654, 1882, 7349, 2625, 3189, 3132, 1157, 7233, 5756, 3090, 4034, 1560, 7944, 6615, 2377, 7504, 4414]"
1185,"[637, 198, 1842, 2823, 832]"
5227,[]
4234,"[1586, 1862, 412, 6747, 3336, 5296, 49, 1313, 2878, 5736, 1029, 116, 3909, 3181, 2582, 827, 739, 775, 663, 5180, 463, 4454, 7477, 2150, 2514, 8087, 7762, 6831, 5417, 897, 6191, 3511, 5986, 3294, 5167, 6845, 632, 1133, 3248, 7513, 4046, 7953]"
2490,"[3289, 7035, 7249, 7312, 405, 2229, 8276, 3418, 4380]"
2449,"[6869, 1842, 4741, 702, 1544, 1140, 4847, 1229, 4891, 6781, 6955, 6610]"
2650,"[2452, 8005, 4107, 1842]"
383,"[1380, 2202, 74, 512, 7183, 1129, 3337, 2763, 3582, 2738, 24, 1446, 1772]"
1239,"[930, 5046, 5193, 8005, 897, 6723, 3367, 7276, 3876, 1225, 7081, 2713, 6940, 1878, 1563, 6057, 1326, 1610]"
4291,"[3753, 407, 6798, 1713, 7867, 1912, 5291]"
3843,"[49, 7183, 2272, 34, 3420, 1380, 2623, 636, 454, 830, 7102, 4345, 1029, 8002, 412, 1946, 7240, 3400, 3568, 911, 7535, 1470, 946, 3654, 1894, 2457, 2028, 4327, 6849, 2027, 7411, 1256, 3832, 6962, 526, 7390, 6881, 4034, 4747, 897, 5745, 2377, 6257, 7505, 2947, 7833, 7981, 6626, 6615, 1122]"
2940,"[1842, 377, 496, 1037, 1811, 1991, 5038, 1713, 4128, 6776, 1617, 897, 545, 1745, 742, 1682, 73, 3939, 390, 6750, 1294, 198, 1064, 7387, 7867, 5347, 968, 4660, 2713, 3671, 3988, 3630, 72, 2233, 1732, 2452, 8005, 6298, 80, 380, 6940, 1757, 2716, 5125, 3369]"
2529,"[229, 6776, 8005, 7879, 2745, 6015, 2227, 867]"
3708,"[6853, 6401, 7187, 2779]"
